uniprotkb_A	uniprotkb_B	gene_symbol_A	gene_symbol_B	interaction_detection_method	publication_first_author	publication_year	publication_identifier	interaction_type	interaction_identifier	intact_miscore
O95400	O43426	CD2BP2	SYNJ1	MI:0081	Kofler	2004	15105431	MI:0407	EBI-7175844	0.44
Q15427	O95400	SF3B4	CD2BP2	MI:0081	Kofler	2004	15105431	MI:0407	EBI-7175868	0.44
O95400	Q15427	CD2BP2	SF3B4	MI:0081	Kofler	2004	15105431	MI:0407	EBI-7175891	0.44
P23246	O95400	SFPQ	CD2BP2	MI:0081	Kofler	2004	15105431	MI:0407	EBI-7175929	0.44
P23246	O95400	SFPQ	CD2BP2	MI:0081	Kofler	2004	15105431	MI:0407	EBI-7175954	0.44
P09012	O95400	SNRPA	CD2BP2	MI:0081	Kofler	2004	15105431	MI:0407	EBI-7175999	0.44
Q15182	O95400	SNRPB	CD2BP2	MI:0081	Kofler	2004	15105431	MI:0407	EBI-7176024	0.44
Q15182	O95400	SNRPB	CD2BP2	MI:0081	Kofler	2004	15105431	MI:0407	EBI-7176079	0.44
Q15182	O95400	SNRPB	CD2BP2	MI:0081	Kofler	2004	15105431	MI:0407	EBI-7176103	0.44
Q15637	O95400	SF1	CD2BP2	MI:0081	Kofler	2004	15105431	MI:0407	EBI-7176157	0.44
Q15637	O95400	SF1	CD2BP2	MI:0081	Kofler	2004	15105431	MI:0407	EBI-7176201	0.44
Q15637	O95400	SF1	CD2BP2	MI:0081	Kofler	2004	15105431	MI:0407	EBI-7176225	0.44
O95400	P14678	CD2BP2	SNRPB	MI:0081	Kofler	2004	15105431	MI:0407	EBI-7176366	0.73
P14678	O95400	SNRPB	CD2BP2	MI:0081	Kofler	2004	15105431	MI:0407	EBI-7176410	0.73
O95400	P14678	CD2BP2	SNRPB	MI:0081	Kofler	2004	15105431	MI:0407	EBI-7176479	0.73
P14678	O95400	SNRPB	CD2BP2	MI:0081	Kofler	2004	15105431	MI:0407	EBI-7176604	0.73
P14678	O95400	SNRPB	CD2BP2	MI:0081	Kofler	2004	15105431	MI:0407	EBI-7176691	0.73
P63162	O95400	SNRPN	CD2BP2	MI:0081	Kofler	2004	15105431	MI:0407	EBI-7176715	0.44
P63162	O95400	SNRPN	CD2BP2	MI:0081	Kofler	2004	15105431	MI:0407	EBI-7176754	0.44
O95400	P63162	CD2BP2	SNRPN	MI:0081	Kofler	2004	15105431	MI:0407	EBI-7176798	0.44
O95400	P63162	CD2BP2	SNRPN	MI:0081	Kofler	2004	15105431	MI:0407	EBI-7176822	0.44
O95400	P63162	CD2BP2	SNRPN	MI:0081	Kofler	2004	15105431	MI:0407	EBI-7176846	0.44
P14678	O95400	SNRPB	CD2BP2	MI:0096	Kofler	2004	15105431	MI:0915	EBI-7176893	0.73
O95400	P14678	CD2BP2	SNRPB	MI:0077	Kofler	2004	15105431	MI:0407	EBI-7176930	0.72
P06729	O95400	CD2	CD2BP2	MI:0077	Kofler	2004	15105431	MI:0407	EBI-7176981	0.93
Q14974	P51178	KPNB1	PLCD1	MI:0096	Okada	2005	16115628	MI:0915	EBI-7795361	0.60
P51178	Q14974	PLCD1	KPNB1	MI:0096	Okada	2005	16115628	MI:0407	EBI-7795404	0.60
Q14974	P51178	KPNB1	PLCD1	MI:0096	Okada	2005	16115628	MI:0407	EBI-7795382	0.60
Q14974	P51178	KPNB1	PLCD1	MI:0006	Okada	2005	16115628	MI:0915	EBI-7795433	0.60
Q9Y2A7	Q8IZP0	NCKAP1	ABI1	MI:0096	Innocenti	2004	15048123	MI:0407	EBI-7160574	0.67
Q9Y2A7	Q8IZP0	NCKAP1	ABI1	MI:0006	Innocenti	2004	15048123	MI:0915	EBI-7160628	0.67
Q8IZP0	Q9Y6W5	ABI1	WASF2	MI:0006	Innocenti	2004	15048123	MI:0915	EBI-7160638	0.62
Q8IZP0	Q96F07	ABI1	CYFIP2	MI:0006	Innocenti	2004	15048123	MI:0915	EBI-7160598	0.40
Q9Y2A7	Q8IZP0	NCKAP1	ABI1	MI:0006	Innocenti	2004	15048123	MI:0915	EBI-7160694	0.67
Q9Y6W5	Q96F07	WASF2	CYFIP2	MI:0006	Innocenti	2004	15048123	MI:0915	EBI-7160648	0.40
Q9Y2A7	Q9Y6W5	NCKAP1	WASF2	MI:0006	Innocenti	2004	15048123	MI:0915	EBI-7160658	0.40
Q96F07	Q8IZP0	CYFIP2	ABI1	MI:0006	Innocenti	2004	15048123	MI:0915	EBI-7160684	0.40
Q8N4C6	Q8IZP0	NIN	ABI1	MI:0006	Innocenti	2004	15048123	MI:0915	EBI-7160724	0.40
Q8IZP0	Q9Y6W5	ABI1	WASF2	MI:0006	Innocenti	2004	15048123	MI:0915	EBI-7160704	0.62
Q8IZP0	P20929	ABI1	NEB	MI:0006	Innocenti	2004	15048123	MI:0915	EBI-7160714	0.40
Q8IZP0	Q7L576	ABI1	CYFIP1	MI:0006	Innocenti	2004	15048123	MI:0915	EBI-7160735	0.40
Q8IZP0	P11142	ABI1	HSPA8	MI:0006	Innocenti	2004	15048123	MI:0915	EBI-7160745	0.40
P35222	P12830	CTNNB1	CDH1	MI:0006	Piedra	2003	12640114	MI:0915	EBI-8624632	0.93
P35222	P35221	CTNNB1	CTNNA1	MI:0006	Piedra	2003	12640114	MI:0915	EBI-8624644	0.40
Q9Y2A7	P63000	NCKAP1	RAC1	MI:0096	Kitamura	1997	9148763	MI:0915	EBI-8632055	0.40
P33151	P29353	CDH5	SHC1	MI:0096	Zanetti	2002	11950700	MI:0407	EBI-8298601	0.54
P35968	P29353	KDR	SHC1	MI:0096	Zanetti	2002	11950700	MI:0915	EBI-8298675	0.56
P33151	P35968	CDH5	KDR	MI:0019	Zanetti	2002	11950700	MI:0915	EBI-8298697	0.56
P33151	P29353	CDH5	SHC1	MI:0019	Zanetti	2002	11950700	MI:0915	EBI-8298707	0.54
Q9NY61	P10636	AATF	MAPT	MI:0007	Barbato	2003	14697667	MI:0915	EBI-7080834	0.52
P10636	Q9NY61	MAPT	AATF	MI:0055	Barbato	2003	14697667	MI:0915	EBI-7080866	0.52
P19387	P18848	POLR2C	ATF4	MI:0096	De	2003	12860379	MI:0407	EBI-6969556	0.63
P18848	P19387	ATF4	POLR2C	MI:0096	De	2003	12860379	MI:0407	EBI-6969588	0.63
P19387	P18848	POLR2C	ATF4	MI:0006	De	2003	12860379	MI:0915	EBI-6969615	0.63
P19387	P18848	POLR2C	ATF4	MI:0007	De	2003	12860379	MI:0915	EBI-6969633	0.63
P18848	P19387	ATF4	POLR2C	MI:0018	De	2003	12860379	MI:0915	EBI-6969654	0.63
O60934	O96017	NBN	CHEK2	MI:0428	Buscemi	2001	11438675	MI:0403	EBI-7898170	0.40
O60934	O96017	NBN	CHEK2	MI:0045	Buscemi	2001	11438675	MI:0217	EBI-7898191	0.40
O43157	P08581	PLXNB1	MET	MI:0007	Giordano	2002	12198496	MI:0915	EBI-8514794	0.78
O43157	P08581	PLXNB1	MET	MI:0007	Giordano	2002	12198496	MI:0217	EBI-8514841	0.78
P29353	P62993	SHC1	GRB2	MI:0019	Russo	2002	12485888	MI:0915	EBI-8577621	0.97
P05067	P29353	APP	SHC1	MI:0019	Russo	2002	12485888	MI:0915	EBI-8577634	0.59
P05067	P62993	APP	GRB2	MI:0006	Russo	2002	12485888	MI:0915	EBI-8577657	0.40
P00519	P05067	ABL1	APP	MI:0096	Zambrano	2001	11279131	MI:0914	EBI-7810061	0.35
P08047	Q9NY61	SP1	AATF	MI:0096	Di	2003	12847090	MI:0407	EBI-6960804	0.54
P08047	Q13547	SP1	HDAC1	MI:0096	Di	2003	12847090	MI:0915	EBI-6960857	0.40
Q9NY61	P08047	AATF	SP1	MI:0006	Di	2003	12847090	MI:0915	EBI-6960897	0.54
Q13153	P63000	PAK1	RAC1	MI:0096	Lampugnani	2002	11950930	MI:0407	EBI-8300544	0.97
P56524	Q02078	HDAC4	MEF2A	MI:0416	Borghi	2001	11792813	MI:0403	EBI-8075363	0.49
P56524	Q06413	HDAC4	MEF2C	MI:0416	Borghi	2001	11792813	MI:0403	EBI-8075393	0.49
P56524	Q02078	HDAC4	MEF2A	MI:0007	Borghi	2001	11792813	MI:0407	EBI-8075416	0.49
Q9Y613	Q9Y613	FHOD1	FHOD1	MI:0007	Madrid	2005	15642356	MI:0915	EBI-7449642	0.66
Q9Y613	P63000	FHOD1	RAC1	MI:0096	Madrid	2005	15642356	MI:0915	EBI-7449686	0.40
Q9Y613	Q9Y613	FHOD1	FHOD1	MI:0018	Madrid	2005	15642356	MI:0915	EBI-7449716	0.66
O75346	O95751	ZNF253	LDOC1	MI:0018	Inoue	2005	15670815	MI:0915	EBI-7462591	0.53
O75346	O95751	ZNF253	LDOC1	MI:0007	Inoue	2005	15670815	MI:0407	EBI-7462615	0.53
Q03431	P62158	PTH1R	CALM1	MI:0428	Mahon	2005	15670850	MI:0403	EBI-7466288	0.46
P62158	Q03431	CALM1	PTH1R	MI:0096	Mahon	2005	15670850	MI:0915	EBI-7466335	0.46
P62158	P49190	CALM1	PTH2R	MI:0096	Mahon	2005	15670850	MI:0915	EBI-7466358	0.40
P41586	P62158	ADCYAP1R1	CALM1	MI:0096	Mahon	2005	15670850	MI:0915	EBI-7466394	0.40
P62158	P32241	CALM1	VIPR1	MI:0096	Mahon	2005	15670850	MI:0915	EBI-7466466	0.40
P34998	P62158	CRHR1	CALM1	MI:0096	Mahon	2005	15670850	MI:0915	EBI-7466502	0.40
P43220	P62158	GLP1R	CALM1	MI:0096	Mahon	2005	15670850	MI:0915	EBI-7466578	0.40
P62158	P30988	CALM1	CALCR	MI:0096	Mahon	2005	15670850	MI:0915	EBI-7466522	0.40
O95838	P62158	GLP2R	CALM1	MI:0096	Mahon	2005	15670850	MI:0915	EBI-7466787	0.40
P62158	P47872	CALM1	SCTR	MI:0096	Mahon	2005	15670850	MI:0915	EBI-7466846	0.40
Q969H4	P61586	CNKSR1	RHOA	MI:0012	Lopez	2005	15670823	MI:0915	EBI-1244009	0.52
P08134	Q969H4	RHOC	CNKSR1	MI:0012	Lopez	2005	15670823	MI:0915	EBI-1244816	0.40
Q15669	Q969H4	RHOH	CNKSR1	MI:0012	Lopez	2005	15670823	MI:0915	EBI-1244989	0.40
Q969H4	P61586	CNKSR1	RHOA	MI:0007	Lopez	2005	15670823	MI:0915	EBI-1244882	0.52
P61586	Q969H4	RHOA	CNKSR1	MI:0007	Lopez	2005	15670823	MI:0915	EBI-1244925	0.52
Q969H4	P61586	CNKSR1	RHOA	MI:0007	Lopez	2005	15670823	MI:0915	EBI-1245005	0.52
Q9Y5B0	Q9BQA1	CTDP1	WDR77	MI:0004	Amente	2005	15670829	MI:0915	EBI-7465125	0.40
Q9Y5B0	Q15208	CTDP1	STK38	MI:0004	Amente	2005	15670829	MI:0915	EBI-7465179	0.52
O14744	Q9Y5B0	PRMT5	CTDP1	MI:0004	Amente	2005	15670829	MI:0915	EBI-7465161	0.62
Q9Y5B0	P30876	CTDP1	POLR2B	MI:0004	Amente	2005	15670829	MI:0915	EBI-7465143	0.52
Q9Y5B0	P84090	CTDP1	ERH	MI:0004	Amente	2005	15670829	MI:0915	EBI-7465197	0.52
O14744	P68431	PRMT5	HIST1H3A	MI:0045	Amente	2005	15670829	MI:0213	EBI-7465242	0.31
P62805	O14744	HIST1H4A	PRMT5	MI:0045	Amente	2005	15670829	MI:0213	EBI-7465298	0.57
P04908	O14744	HIST1H2AE	PRMT5	MI:0045	Amente	2005	15670829	MI:0213	EBI-7465259	0.31
O00267	O14744	SUPT5H	PRMT5	MI:0045	Amente	2005	15670829	MI:0213	EBI-7465315	0.31
Q9Y5B0	O14744	CTDP1	PRMT5	MI:0045	Amente	2005	15670829	MI:0213	EBI-7465334	0.62
Q9Y5B0	P30876	CTDP1	POLR2B	MI:0096	Amente	2005	15670829	MI:0915	EBI-7465394	0.52
O14744	Q9Y5B0	PRMT5	CTDP1	MI:0006	Amente	2005	15670829	MI:0915	EBI-7465425	0.62
O14744	Q9Y5B0	PRMT5	CTDP1	MI:0007	Amente	2005	15670829	MI:0915	EBI-7465522	0.62
Q9Y5B0	Q15208	CTDP1	STK38	MI:0007	Amente	2005	15670829	MI:0915	EBI-7465482	0.52
Q9Y5B0	P84090	CTDP1	ERH	MI:0007	Amente	2005	15670829	MI:0915	EBI-7465502	0.52
P08047	P04637	SP1	TP53	MI:0006	Innocente	2005	15710382	MI:0915	EBI-7482679	0.40
P04637	P08047	TP53	SP1	MI:0006	Innocente	2005	15710382	MI:0915	EBI-7482724	0.40
P08047	P04637	SP1	TP53	MI:0006	Innocente	2005	15710382	MI:0915	EBI-7482710	0.40
P0CG48	P61586	UBC	RHOA	MI:0007	Bryan	2005	15710384	MI:0220	EBI-7483509	0.44
P61586	Q9HCE7	RHOA	SMURF1	MI:0007	Bryan	2005	15710384	MI:0915	EBI-7483569	0.40
Q9UPU3	P01138	SORCS3	NGF	MI:0107	Westergaard	2005	15710408	MI:0407	EBI-7484429	0.44
Q9UPU3	P01138	SORCS3	NGF	MI:0107	Westergaard	2005	15710408	MI:0407	EBI-7484484	0.44
Q9UPU3	P01138	SORCS3	NGF	MI:0107	Westergaard	2005	15710408	MI:0407	EBI-7484510	0.44
Q5HYK7	O43184	SH3D19	ADAM12	MI:0007	Tanaka	2004	15280379	MI:0915	EBI-7280467	0.56
Q5HYK7	O43184	SH3D19	ADAM12	MI:0007	Tanaka	2004	15280379	MI:0915	EBI-7280481	0.56
O43184	Q5HYK7	ADAM12	SH3D19	MI:0428	Tanaka	2004	15280379	MI:0403	EBI-7280523	0.56
O43184	Q5HYK7	ADAM12	SH3D19	MI:0096	Tanaka	2004	15280379	MI:0915	EBI-7280595	0.56
Q13191	Q14155	CBLB	ARHGEF7	MI:0007	Flanders	2003	12935897	MI:0915	EBI-6997967	0.51
Q14155	Q13191	ARHGEF7	CBLB	MI:0018	Flanders	2003	12935897	MI:0915	EBI-6998056	0.51
Q14155	Q13191	ARHGEF7	CBLB	MI:0019	Flanders	2003	12935897	MI:0915	EBI-6998087	0.40
O60880	O15117	SH2D1A	FYB	MI:0018	Simarro	2004	15096483	MI:0915	EBI-7172196	0.53
O60880	P06239	SH2D1A	LCK	MI:0018	Simarro	2004	15096483	MI:0915	EBI-7172284	0.37
O60880	O15117	SH2D1A	FYB	MI:0096	Simarro	2004	15096483	MI:0407	EBI-7172097	0.53
O14512	O60504	SOCS7	SORBS3	MI:0007	Martens	2004	15242778	MI:0915	EBI-7271375	0.46
O60504	O14512	SORBS3	SOCS7	MI:0018	Martens	2004	15242778	MI:0915	EBI-7271430	0.37
O14512	O60504	SOCS7	SORBS3	MI:0416	Martens	2004	15242778	MI:0403	EBI-7271472	0.46
P27361	Q9UQC2	MAPK3	GAB2	MI:0045	Arnaud	2004	15356145	MI:0217	EBI-7316366	0.31
P16104	Q14191	H2AFX	WRN	MI:0416	Cheng	2005	15733840	MI:0403	EBI-7492570	0.67
P16104	Q14191	H2AFX	WRN	MI:0416	Cheng	2005	15733840	MI:0403	EBI-7492599	0.67
P16104	Q14191	H2AFX	WRN	MI:0096	Cheng	2005	15733840	MI:0915	EBI-7492624	0.67
P16104	Q9NX02	H2AFX	NLRP2	MI:0096	Cheng	2005	15733840	MI:0915	EBI-7492641	0.46
P16104	Q14191	H2AFX	WRN	MI:0006	Cheng	2005	15733840	MI:0915	EBI-7492669	0.67
Q14191	Q9NX02	WRN	NLRP2	MI:0006	Cheng	2005	15733840	MI:0915	EBI-7492684	0.40
P16104	Q9NX02	H2AFX	NLRP2	MI:0428	Cheng	2005	15733840	MI:0403	EBI-7492778	0.46
P16104	Q14191	H2AFX	WRN	MI:0428	Cheng	2005	15733840	MI:0403	EBI-7492748	0.67
P16104	Q9NX02	H2AFX	NLRP2	MI:0428	Cheng	2005	15733840	MI:0403	EBI-7492763	0.46
P10415	P45983	BCL2	MAPK8	MI:0045	Kang	2005	15733859	MI:0217	EBI-7497436	0.31
Q07817	P45983	BCL2L1	MAPK8	MI:0045	Kang	2005	15733859	MI:0217	EBI-7497515	0.55
P10415	Q14318	BCL2	FKBP8	MI:0428	Kang	2005	15733859	MI:0915	EBI-7497544	0.46
Q14318	P10415	FKBP8	BCL2	MI:0428	Kang	2005	15733859	MI:0915	EBI-7497603	0.46
Q07817	Q14318	BCL2L1	FKBP8	MI:0096	Kang	2005	15733859	MI:0407	EBI-7497660	0.44
P10415	Q14318	BCL2	FKBP8	MI:0018	Kang	2005	15733859	MI:0915	EBI-7497727	0.46
P29350	Q92734	PTPN6	TFG	MI:0096	Roccato	2005	15557341	MI:0915	EBI-7399310	0.40
P29350	Q92734	PTPN6	TFG	MI:0096	Roccato	2005	15557341	MI:0915	EBI-7399364	0.40
P29350	Q92734	PTPN6	TFG	MI:0096	Roccato	2005	15557341	MI:0915	EBI-7399420	0.40
P04629	P29350	NTRK1	PTPN6	MI:0006	Roccato	2005	15557341	MI:0915	EBI-7399523	0.40
Q7RTN6	Q15831	STRADA	STK11	MI:0004	Jaleel	2005	15733851	MI:0915	EBI-7494648	0.91
Q9Y376	Q15831	CAB39	STK11	MI:0004	Jaleel	2005	15733851	MI:0915	EBI-7494791	0.85
Q15831	Q7RTN6	STK11	STRADA	MI:0004	Jaleel	2005	15733851	MI:0915	EBI-7494760	0.91
Q15831	Q9Y376	STK11	CAB39	MI:0004	Jaleel	2005	15733851	MI:0915	EBI-7494834	0.85
Q15831	Q9NRH2	STK11	SNRK	MI:0045	Jaleel	2005	15733851	MI:0217	EBI-7494912	0.31
O00141	P16220	SGK1	CREB1	MI:0096	David	2005	15733869	MI:0915	EBI-7501672	0.49
P16220	O00141	CREB1	SGK1	MI:0045	David	2005	15733869	MI:0217	EBI-7501702	0.49
P04637	Q00987	TP53	MDM2	MI:0107	Vassilev	2004	14704432	MI:0407	EBI-7085448	0.99
Q99873	Q07666	PRMT1	KHDRBS1	MI:0045	Bedford	2000	10748127	MI:0213	EBI-7251883	0.31
Q07666	Q99873	KHDRBS1	PRMT1	MI:0045	Bedford	2000	10748127	MI:0213	EBI-7251950	0.31
Q07666	Q99873	KHDRBS1	PRMT1	MI:0045	Bedford	2000	10748127	MI:0213	EBI-7251916	0.31
O75554	Q07666	WBP4	KHDRBS1	MI:0049	Bedford	2000	10748127	MI:0407	EBI-7251975	0.67
Q8N3X1	Q07666	FNBP4	KHDRBS1	MI:0049	Bedford	2000	10748127	MI:0407	EBI-7252112	0.54
O75554	Q07666	WBP4	KHDRBS1	MI:0049	Bedford	2000	10748127	MI:0407	EBI-7252047	0.67
Q8N3X1	Q07666	FNBP4	KHDRBS1	MI:0049	Bedford	2000	10748127	MI:0407	EBI-7252140	0.54
O75554	Q07666	WBP4	KHDRBS1	MI:0096	Bedford	2000	10748127	MI:0915	EBI-7252215	0.67
O75554	Q07666	WBP4	KHDRBS1	MI:0096	Bedford	2000	10748127	MI:0915	EBI-7252176	0.67
Q8N3X1	Q07666	FNBP4	KHDRBS1	MI:0096	Bedford	2000	10748127	MI:0915	EBI-7252258	0.54
Q8N3X1	Q07666	FNBP4	KHDRBS1	MI:0096	Bedford	2000	10748127	MI:0915	EBI-7252235	0.54
P43405	P06239	SYK	LCK	MI:0018	Moon	2005	15536084	MI:0915	EBI-7375512	0.75
P27986	P43405	PIK3R1	SYK	MI:0018	Moon	2005	15536084	MI:0915	EBI-7375535	0.58
P09769	P43405	FGR	SYK	MI:0018	Moon	2005	15536084	MI:0915	EBI-7375692	0.37
P43405	P27986	SYK	PIK3R1	MI:0018	Moon	2005	15536084	MI:0915	EBI-7375632	0.58
O00459	P43405	PIK3R2	SYK	MI:0018	Moon	2005	15536084	MI:0915	EBI-7375723	0.37
P27986	P43405	PIK3R1	SYK	MI:0096	Moon	2005	15536084	MI:0915	EBI-7375769	0.58
P27986	P43405	PIK3R1	SYK	MI:0096	Moon	2005	15536084	MI:0915	EBI-7375873	0.58
P27986	P43405	PIK3R1	SYK	MI:0006	Moon	2005	15536084	MI:0915	EBI-7376001	0.58
P55196	Q15223	MLLT4	PVRL1	MI:0096	Takahashi	1999	10225955	MI:0407	EBI-6979849	0.44
Q92692	P55196	PVRL2	MLLT4	MI:0096	Takahashi	1999	10225955	MI:0407	EBI-6979883	0.59
Q8N6Y0	Q9Y6N9	USHBP1	USH1C	MI:0018	Ishikawa	2001	11311560	MI:0915	EBI-7822692	0.37
Q9Y6N9	Q9Y6N9	USH1C	USH1C	MI:0018	Siemens	2002	12407180	MI:0915	EBI-8553356	0.37
Q495M9	Q9Y6N9	USH1G	USH1C	MI:0428	Weil	2003	12588794	MI:0403	EBI-8601743	0.27
P55196	Q15375	MLLT4	EPHA7	MI:0018	Hock	1998	9707552	MI:0915	EBI-8682318	0.37
P29323	P55196	EPHB2	MLLT4	MI:0018	Hock	1998	9707552	MI:0915	EBI-8682345	0.37
P55196	O15197	MLLT4	EPHB6	MI:0018	Hock	1998	9707552	MI:0915	EBI-8682437	0.37
P55196	P54753	MLLT4	EPHB3	MI:0018	Hock	1998	9707552	MI:0915	EBI-8682379	0.37
O14936	Q9Y624	CASK	F11R	MI:0045	Martinez	2001	11120739	MI:0914	EBI-7465008	0.22
P14174	Q92905	MIF	COPS5	MI:0018	Burger	2005	15757663	MI:0915	EBI-7522890	0.59
Q92905	P14174	COPS5	MIF	MI:0069	Burger	2005	15757663	MI:0915	EBI-7522940	0.59
Q92905	P14174	COPS5	MIF	MI:0006	Burger	2005	15757663	MI:0407	EBI-7522988	0.59
Q7L5N1	P14174	COPS6	MIF	MI:0019	Burger	2005	15757663	MI:0915	EBI-7523063	0.40
O60831	O60831	PRAF2	PRAF2	MI:0006	Schweneker	2005	15757671	MI:0915	EBI-7524786	0.40
O60831	O75915	PRAF2	ARL6IP5	MI:0006	Schweneker	2005	15757671	MI:0915	EBI-7524822	0.46
O75915	P51681	ARL6IP5	CCR5	MI:0006	Schweneker	2005	15757671	MI:0915	EBI-7524918	0.40
O60831	P51681	PRAF2	CCR5	MI:0006	Schweneker	2005	15757671	MI:0915	EBI-7524880	0.52
O75915	O60831	ARL6IP5	PRAF2	MI:0428	Schweneker	2005	15757671	MI:0403	EBI-7525001	0.46
O75915	O60831	ARL6IP5	PRAF2	MI:0428	Schweneker	2005	15757671	MI:0403	EBI-7525072	0.46
O60831	P27824	PRAF2	CANX	MI:0428	Schweneker	2005	15757671	MI:0403	EBI-7525036	0.27
O60664	O60831	PLIN3	PRAF2	MI:0428	Schweneker	2005	15757671	MI:0403	EBI-7525091	0.27
P51681	O60831	CCR5	PRAF2	MI:0006	Schweneker	2005	15757671	MI:0915	EBI-7525138	0.52
O60831	P51681	PRAF2	CCR5	MI:0007	Schweneker	2005	15757671	MI:0915	EBI-7525206	0.52
Q9UHC6	O14936	CNTNAP2	CASK	MI:0007	Spiegel	2002	12093160	MI:0915	EBI-8486634	0.40
Q9C0A0	O14936	CNTNAP4	CASK	MI:0007	Spiegel	2002	12093160	MI:0915	EBI-8486700	0.40
P62158	Q14318	CALM1	FKBP8	MI:0096	Weiwad	2005	15757646	MI:0915	EBI-7517790	0.52
P63098	P10415	PPP3R1	BCL2	MI:0096	Weiwad	2005	15757646	MI:0407	EBI-7517885	0.49
P62158	P63098	CALM1	PPP3R1	MI:0006	Weiwad	2005	15757646	MI:0915	EBI-7517992	0.40
P62158	Q14318	CALM1	FKBP8	MI:0006	Weiwad	2005	15757646	MI:0915	EBI-7518043	0.52
P10415	P63098	BCL2	PPP3R1	MI:0416	Weiwad	2005	15757646	MI:0403	EBI-7518205	0.49
P41145	O14745	OPRK1	SLC9A3R1	MI:0019	Li	2002	12004055	MI:0915	EBI-8387042	0.40
P23528	P61981	CFL1	YWHAG	MI:0096	Dreiza	2005	15598710	MI:0914	EBI-7424622	0.50
P61981	O14558	YWHAG	HSPB6	MI:0096	Dreiza	2005	15598710	MI:0914	EBI-7424683	0.53
P62258	Q13627	YWHAE	DYRK1A	MI:0096	Kim	2004	15369779	MI:0915	EBI-7319326	0.54
P62258	Q13627	YWHAE	DYRK1A	MI:0096	Kim	2004	15369779	MI:0407	EBI-7319380	0.54
P62258	Q13627	YWHAE	DYRK1A	MI:0096	Kim	2004	15369779	MI:0915	EBI-7319395	0.54
P04049	P05787	RAF1	KRT8	MI:0045	Ku	2004	15314064	MI:0914	EBI-7291092	0.22
P04049	P05783	RAF1	KRT18	MI:0045	Ku	2004	15314064	MI:0217	EBI-7291105	0.49
P04049	P05783	RAF1	KRT18	MI:0045	Ku	2004	15314064	MI:0217	EBI-7292770	0.49
P04049	P08727	RAF1	KRT19	MI:0019	Ku	2004	15314064	MI:0915	EBI-7293011	0.40
P63104	P08727	YWHAZ	KRT19	MI:0019	Ku	2004	15314064	MI:0915	EBI-7293043	0.40
P04049	P05783	RAF1	KRT18	MI:0019	Ku	2004	15314064	MI:0915	EBI-7292984	0.49
P08727	P04049	KRT19	RAF1	MI:0019	Ku	2004	15314064	MI:0915	EBI-7293081	0.40
P05783	P04049	KRT18	RAF1	MI:0019	Ku	2004	15314064	MI:0915	EBI-7293108	0.49
P63104	P05783	YWHAZ	KRT18	MI:0019	Ku	2004	15314064	MI:0915	EBI-7293055	0.67
P05783	P04049	KRT18	RAF1	MI:0019	Ku	2004	15314064	MI:0915	EBI-7293158	0.49
Q13057	P23443	COASY	RPS6KB1	MI:0019	Nemazanyy	2004	15589845	MI:0915	EBI-7416479	0.54
P23443	Q13057	RPS6KB1	COASY	MI:0019	Nemazanyy	2004	15589845	MI:0915	EBI-7416532	0.54
Q9UBS0	Q13057	RPS6KB2	COASY	MI:0019	Nemazanyy	2004	15589845	MI:0915	EBI-7416556	0.40
P23443	Q13057	RPS6KB1	COASY	MI:0019	Nemazanyy	2004	15589845	MI:0915	EBI-7416574	0.54
P23443	Q13057	RPS6KB1	COASY	MI:0107	Nemazanyy	2004	15589845	MI:0407	EBI-7416672	0.54
P30305	P31946	CDC25B	YWHAB	MI:0007	Uchida	2004	15173315	MI:0915	EBI-7202098	0.40
P30305	P31946	CDC25B	YWHAB	MI:0007	Uchida	2004	15173315	MI:0915	EBI-7202131	0.40
P30305	P62258	CDC25B	YWHAE	MI:0007	Uchida	2004	15173315	MI:0915	EBI-7202176	0.40
P30305	P62258	CDC25B	YWHAE	MI:0007	Uchida	2004	15173315	MI:0915	EBI-7202154	0.40
P30305	P31947	CDC25B	SFN	MI:0007	Uchida	2004	15173315	MI:0915	EBI-7202307	0.40
P30305	P31947	CDC25B	SFN	MI:0007	Uchida	2004	15173315	MI:0915	EBI-7202371	0.40
P30305	P31947	CDC25B	SFN	MI:0007	Uchida	2004	15173315	MI:0915	EBI-7202349	0.56
P30305	P31946	CDC25B	YWHAB	MI:0019	Uchida	2004	15173315	MI:0914	EBI-7202403	0.81
Q07812	Q07812	BAX	BAX	MI:0045	Krieger	1992	1558161	MI:0914	EBI-7409304	0.97
P00533	P04083	EGFR	ANXA1	MI:0007	Radke	2004	15581623	MI:0915	EBI-7411482	0.70
P00533	P04083	EGFR	ANXA1	MI:0428	Radke	2004	15581623	MI:0403	EBI-7411682	0.70
Q96LW7	O95999	C9orf89	BCL10	MI:0007	Woo	2004	15637807	MI:0915	EBI-7443946	0.60
Q96LW7	O95999	C9orf89	BCL10	MI:0096	Woo	2004	15637807	MI:0915	EBI-7443984	0.60
Q96LW7	O95999	C9orf89	BCL10	MI:0018	Woo	2004	15637807	MI:0915	EBI-7444097	0.60
Q96LW7	O95999	C9orf89	BCL10	MI:0428	Woo	2004	15637807	MI:0403	EBI-7444158	0.60
P18887	Q7Z2E3	XRCC1	APTX	MI:0018	Date	2004	15555565	MI:0915	EBI-7383306	0.88
Q7Z2E3	P18887	APTX	XRCC1	MI:0018	Date	2004	15555565	MI:0915	EBI-7383328	0.88
